FigFam	description	X188.non.day.1	X190.non.day.1	X191.non.day.1	X196.non.day.1	X197.non.day.1	X200.non.day.1	X187.carb.day.1	X189.carb.day.1	X192.carb.day.1	X194.carb.day.1	X195.carb.day.1	Pvalues	Qvalues	fold_change
FIG00000121_Seryl-tRNA_synthetase_(EC_6.1.1.11)_	FIG00000121	Seryl-tRNA_synthetase_(EC_6.1.1.11)_	5131.7	2198.7	3151.4	9303.6	3814.5	18373.5	43716.9	9662.4	9364.6	5980.3	11141.3	0.10511926	0.663493175	2.28331753
FIG00524346_FIG00524351:_hypothetical_protein_	FIG00524346	FIG00524351:_hypothetical_protein_	0	2.2	14.1	0	25.4	357.9	0	0	0	4.1	49.6	0.105389442	0.663493175	-6.201117318
FIG01031981_FIG01031984:_hypothetical_protein_	FIG01031981	FIG01031984:_hypothetical_protein_	3.3	1.1	2.3	1.1	0	139.4	0	0	4	8.2	6.2	0.105056354	0.663493175	-6.666666667
FIG00746979_FIG00746980:_hypothetical_protein_	FIG00746979	FIG00746980:_hypothetical_protein_	0	2.1	0	0	2.2	32.5	0	0	0	0	3.1	0.105247133	0.663493175	-9.892473118
FIG00532987_phage_minor_capsid_protein_	FIG00532987	phage_minor_capsid_protein_	1.7	1.1	1.6	142.4	60.4	4.6	18	0	10	2.7	3.1	0.105571517	0.663493175	-5.221893491
FIG00846493_signal_transduction_histidine_kinase_regulating_citrate/malate_metabolism_	FIG00846493	signal_transduction_histidine_kinase_regulating_citrate/malate_metabolism_	5	0	0.8	2.2	0	148.7	0	12.9	2	4.1	0	0.105589234	0.663493175	-6.872807018
FIG00603091_protein_of_unknown_function_DUF88_	FIG00603091	protein_of_unknown_function_DUF88_	3.3	6.3	2.3	0	9.7	148.7	9	0	0	11	3.1	0.105664409	0.663493175	-6.143578644
FIG00632706_ORF032_	FIG00632706	ORF032_	1.7	0	11.7	0	0	0	13.5	0	8	1.4	55.8	0.10519806	0.663493175	7.047761194
FIG00937086_FIG00937087:_hypothetical_protein_	FIG00937086	FIG00937087:_hypothetical_protein_	13.3	1.1	13.3	19.8	29.1	60.3	139.1	49.2	19.9	79.5	120.9	0.105398187	0.663493175	3.581592403
FIG00534575_FIG00534576:_hypothetical_protein_	FIG00534575	FIG00534576:_hypothetical_protein_	0	1.1	10.2	0	6.6	130.1	0	5.2	4	1.4	9.3	0.105674589	0.663493175	-6.197654941
FIG01227878_FIG01227880:_hypothetical_protein_	FIG01227878	FIG01227880:_hypothetical_protein_	6.7	0	0	3.3	0	0	9	5.2	2	0	43.4	0.105366481	0.663493175	7.152
FIG01225467_collagen_adhesion_protein_	FIG01225467	collagen_adhesion_protein_	3.3	10.5	25.1	20.8	182.1	46.5	502.6	0	69.6	345.8	3.1	0.10499083	0.663493175	3.833922997
FIG00513125_FIG00513126:_hypothetical_protein_	FIG00513125	FIG00513126:_hypothetical_protein_	0	0	0	0	0.7	37.2	0	0	0	2.7	0	0.105503758	0.663493175	-11.69753086
FIG00000264_LSU_ribosomal_protein_L1p_(L10Ae)_	FIG00000264	LSU_ribosomal_protein_L1p_(L10Ae)_	7995.5	5547.2	6555.9	10552.9	6502.7	21012.5	55507.1	7407.3	20387.6	12032.7	10602.7	0.105973637	0.664774552	2.18552677
FIG00898415_FIG00898417:_hypothetical_protein_	FIG00898415	FIG00898417:_hypothetical_protein_	0	1.1	21.1	1.1	0.7	116.2	0	0	15.9	0	0	0.105993634	0.664774552	-7.348008386
FIG01303845_5-methyltetrahydrofolate:corrinoid_iron-sulfur_protein_methyltransferase_	FIG01303845	5-methyltetrahydrofolate:corrinoid_iron-sulfur_protein_methyltransferase_	662.7	261.6	281.2	692.6	385.2	705.6	3245.1	918.3	352	1005.7	808.9	0.106094811	0.665048462	2.541403192
FIG00001131_Thymidine_phosphorylase_(EC_2.4.2.4)_	FIG00001131	Thymidine_phosphorylase_(EC_2.4.2.4)_	3.4	0	0	0	0	9.2	0	0	0	1.4	0	0.106356281	0.665795702	-7.5
FIG00492456_putative_outer_membrane_protein_probably_involved_in_nutrient_binding_	FIG00492456	putative_outer_membrane_protein_probably_involved_in_nutrient_binding_	223	13.7	36.8	521.3	137.4	553.1	2190	672.3	308.1	192.2	216.9	0.106501861	0.665795702	2.891941022
"FIG01321992_Two-component_sensor_histidine_kinase,_controling_glutamine_utilization_"	FIG01321992	"Two-component_sensor_histidine_kinase,_controling_glutamine_utilization_"	13.3	5.3	19.5	52.6	29	413.6	4.5	5.2	10	45.3	43.4	0.106433963	0.665795702	-4.099784748
FIG00631492_Flagellum-specific_ATP_synthase_FliI_	FIG00631492	Flagellum-specific_ATP_synthase_FliI_	0	0	0	2.2	0	18.5	0	23.3	27.8	1.4	52.7	0.10646119	0.665795702	6.098550725
FIG00742836_NUDIX_family_hydrolase_	FIG00742836	NUDIX_family_hydrolase_	11.7	2.1	0.8	6.6	4.5	65	35.9	124.1	4	8.2	145.6	0.106409748	0.665795702	4.20463065
FIG00001219_Preprotein_translocase_subunit_SecE_(TC_3.A.5.1.1)_	FIG00001219	Preprotein_translocase_subunit_SecE_(TC_3.A.5.1.1)_	694.8	365.1	446.4	934.8	739.5	1611.8	4851.8	1109.7	1681.6	1414.6	805.9	0.106646338	0.665978921	2.469810533
"FIG00529165_Type_II_restriction_enzyme,_methylase_subunit_"	FIG00529165	"Type_II_restriction_enzyme,_methylase_subunit_"	6.7	0	3.9	46	8.2	23.2	89.8	7.8	21.9	2.7	185.9	0.106614205	0.665978921	4.201363636
FIG01706069_FIG00745602:_hypothetical_protein_	FIG01706069	FIG00745602:_hypothetical_protein_	3.3	2.1	0	0	0.7	27.9	0	0	0	0	3.1	0.106813735	0.666664306	-9.139784946
FIG00058199_Uncharacterized_protein_AF0741_(similar_to_YjbQ)_	FIG00058199	Uncharacterized_protein_AF0741_(similar_to_YjbQ)_	0	0	5.5	9.9	0.7	4.6	0	0	2	0	0	0.10691743	0.66695157	-8.625
FIG01112443_Plasmid_replication/partition_related_protein_	FIG01112443	Plasmid_replication/partition_related_protein_	21.7	1.1	18.1	4.4	9.7	148.7	327.6	276.7	12	9.6	18.6	0.107056053	0.667456291	3.796759941
FIG00905864_FIG00613440:_hypothetical_protein_	FIG00905864	FIG00613440:_hypothetical_protein_	1.7	1.1	0	3.3	3	23.2	0	2.6	0	0	0	0.107314566	0.668707539	-10.3525641
FIG00630601_LarA:_implicated_in_lactate_racemization_	FIG00630601	LarA:_implicated_in_lactate_racemization_	15	2.1	3.9	1.1	0	37.2	0	0	0	0	6.2	0.107514752	0.669594181	-7.970430108
"FIG01586433_Glycoside_hydrolase,_family_13-like_"	FIG01586433	"Glycoside_hydrolase,_family_13-like_"	10	2.1	7	1.1	3.7	139.4	18	0	0	4.1	0	0.107648503	0.669705897	-6.157616893
FIG01055023_FIG01055026:_hypothetical_protein_	FIG01055023	FIG01055026:_hypothetical_protein_	3.4	0	0	8.8	3	195.1	9	2.6	0	0	15.5	0.107605341	0.669705897	-6.466789668
FIG01020118_FIG01020122:_hypothetical_protein_	FIG01020118	FIG01020122:_hypothetical_protein_	25	0	7.1	9.9	10.4	88.1	44.9	124.2	0	0	353.3	0.10784339	0.670314197	4.461779359
FIG01369809_lipopolysaccharide_biosynthesis_protein_	FIG01369809	lipopolysaccharide_biosynthesis_protein_	0	2.1	0	0	3.7	4.6	0	0	0	1.4	0	0.108036077	0.670314197	-6.19047619
"FIG01108399_DNA_primase,_phage_associated_"	FIG01108399	"DNA_primase,_phage_associated_"	18.5	11.8	12.5	7.7	15.2	2639.8	125.7	33.6	137.2	24.6	235.6	0.107904751	0.670314197	-4.049907191
"FIG01317636_PTS_system,_IIA_component_"	FIG01317636	"PTS_system,_IIA_component_"	26.7	3.2	10.1	168.7	162.7	0	4.5	7.8	0	6.9	46.5	0.107980002	0.670314197	-4.710806697
FIG01004154_Putative_hemolysin_	FIG01004154	Putative_hemolysin_	3.3	81.1	97.9	1.1	96.2	590.4	18	0	91.4	35.6	27.9	0.108013252	0.670314197	-4.193175246
FIG00605369_Werner_syndrome_helicase_homolog_	FIG00605369	Werner_syndrome_helicase_homolog_	5	3.2	0.8	1.1	18.7	9.3	0	2.6	0	1.4	0	0.108261562	0.670993277	-7.9375
FIG00710395_FIG00710396:_hypothetical_protein_	FIG00710395	FIG00710396:_hypothetical_protein_	0	0	0.8	0	0	9.3	0	0	65.6	0	0	0.108243371	0.670993277	7.794059406
FIG00003860_SSU_ribosomal_protein_S20e_(S10p)_	FIG00003860	SSU_ribosomal_protein_S20e_(S10p)_	53.3	27.5	8.5	53.7	88.7	83.5	166.2	41.5	415.3	137.3	71.3	0.108334138	0.671083458	3.165989848
FIG00512884_FIG00512885:_hypothetical_protein_	FIG00512884	FIG00512885:_hypothetical_protein_	38.3	0	35.3	403	62.7	488.1	2024	183.6	123.2	37	467.9	0.108608012	0.672419831	3.312088768
FIG01054965_FIG01054966:_hypothetical_protein_	FIG01054965	FIG01054966:_hypothetical_protein_	3.3	0	0	8.8	0	41.8	0	5.2	0	0	0	0.108883827	0.673766782	-8.637820513
"FIG00028420_Cobalt-precorrin-6x_reductase_(EC_1.3.1.54)_/_Cobalt-precorrin-6_synthase,_anaerobic_"	FIG00028420	"Cobalt-precorrin-6x_reductase_(EC_1.3.1.54)_/_Cobalt-precorrin-6_synthase,_anaerobic_"	0	7.4	6.3	1.1	11.1	701.9	4.5	2.6	9.9	22	83.7	0.109089653	0.674359466	-4.942950285
FIG00001475_RNA_polymerase_associated_protein_RapA_(EC_3.6.1.-)_	FIG00001475	RNA_polymerase_associated_protein_RapA_(EC_3.6.1.-)_	5	0	0	1.1	0	4.6	0	0	0	1.4	0	0.109096226	0.674359466	-6.369047619
FIG01331960_MinD_superfamily_P-loop_ATPase_containing_an_inserted_ferredoxin_domain_	FIG01331960	MinD_superfamily_P-loop_ATPase_containing_an_inserted_ferredoxin_domain_	1.7	0	0	0	0	0	9	0	0	1.4	3.1	0.10917707	0.67449869	9.529411765
"FIG01305348_GTP_pyrophosphokinase_(EC_2.7.6.5),_(p)ppGpp_synthetase_I_/_Guanosine-3',5'-bis(diphosphate)_3'-pyrophosphohydrolase_(EC_3.1.7.2)_"	FIG01305348	"GTP_pyrophosphokinase_(EC_2.7.6.5),_(p)ppGpp_synthetase_I_/_Guanosine-3',5'-bis(diphosphate)_3'-pyrophosphohydrolase_(EC_3.1.7.2)_"	0	0	0	0	2.2	0	0	2.6	0	1.4	9.3	0.109361845	0.674714668	7.254545455
FIG01377254_DNA_relaxation_protein_homolog_	FIG01377254	DNA_relaxation_protein_homolog_	14.9	8.4	64.2	4.4	41.1	966.8	27	23.3	57.6	20.6	105.4	0.109387049	0.674714668	-3.918341171
FIG01483582_FIG00414089:_hypothetical_protein_	FIG01483582	FIG00414089:_hypothetical_protein_	0	4.2	2.3	1.1	6	27.9	0	0	4	0	0	0.10927969	0.674714668	-8.645833333
"FIG01180509_Periplasmic_ribose-binding_protein,_sugar_ABC_transporter_"	FIG01180509	"Periplasmic_ribose-binding_protein,_sugar_ABC_transporter_"	20	6.3	18.8	3.3	6	41.8	4.5	0	4	2.7	3.1	0.109466852	0.67484699	-5.606060606
FIG00110436_Lmo0069_homolog_within_ESAT-6_gene_cluster_	FIG00110436	Lmo0069_homolog_within_ESAT-6_gene_cluster_	1.7	0	12.5	0	0	576.4	35.9	5.2	4	38.4	9.3	0.109549953	0.674999487	-5.303520115
FIG00512824_FIG01240814:_hypothetical_protein_	FIG00512824	FIG01240814:_hypothetical_protein_	3.3	0	4.7	0	5.2	246.3	13.5	0	9.9	5.4	9.3	0.109743482	0.675831871	-5.675853018
FIG00742327_Filamentation_induced_by_cAMP_protein_Fic_	FIG00742327	Filamentation_induced_by_cAMP_protein_Fic_	13.4	1.1	13.3	3.3	6.7	1083	116.7	20.7	35.8	23.4	18.6	0.110115654	0.67693773	-4.340148699
FIG00004789_Glucitol_operon_activator_protein_	FIG00004789	Glucitol_operon_activator_protein_	0	6.4	24.2	0	0.7	92.9	9	0	6	0	0	0.110157183	0.67693773	-6.9
FIG00898527_FIG00898528:_hypothetical_protein_	FIG00898527	FIG00898528:_hypothetical_protein_	28.4	43.3	85.4	24.2	153.6	1403.7	45	5.2	161	85.1	111.6	0.110037037	0.67693773	-3.551932663
FIG00514576_FIG00514579:_hypothetical_protein_	FIG00514576	FIG00514579:_hypothetical_protein_	1.7	1.1	4.7	0	1.5	55.8	0	0	0	1.4	6.2	0.110082098	0.67693773	-7.105263158
"FIG01342648_site-specific_recombinase,_resolvase_family_"	FIG01342648	"site-specific_recombinase,_resolvase_family_"	0	0	5.5	0	6	274.2	9	0	11.9	17.8	0	0.11033001	0.677639724	-6.152024117
FIG01538833_metallo-beta-lactamase_domain_protein_	FIG01538833	metallo-beta-lactamase_domain_protein_	1.7	0	2.4	0	1.5	9.3	67.4	10.3	0	1.4	0	0.110837133	0.678723843	6.370469799
FIG00520574_FIG00520578:_hypothetical_protein_	FIG00520574	FIG00520578:_hypothetical_protein_	6.7	6.3	17.2	0	43.3	27.9	0	0	9.9	2.7	0	0.110658413	0.678723843	-6.706349206
FIG01370655_no_significant_homology._Putative_N-terminal_signal_sequence_and_2_putative_transmembrane_regions_were_found_by_PSORT._	FIG01370655	no_significant_homology._Putative_N-terminal_signal_sequence_and_2_putative_transmembrane_regions_were_found_by_PSORT._	0	0	3.9	0	0	51.1	0	0	4	1.4	0	0.110597156	0.678723843	-8.487654321
FIG00515342_FIG00515346:_hypothetical_protein_	FIG00515342	FIG00515346:_hypothetical_protein_	0	1.1	0.8	0	0	130.1	0	0	2	9.6	3.1	0.11085864	0.678723843	-7.482993197
FIG01118215_Relaxase_	FIG01118215	Relaxase_	0	0	15.7	0	23.1	502	9	0	21.8	1.4	49.6	0.110771258	0.678723843	-5.509372453
FIG01476997_Exoribonuclease_R_	FIG01476997	Exoribonuclease_R_	43.3	0	17.2	7.7	29.9	116.2	0	0	4	20.6	9.3	0.110843079	0.678723843	-5.267944936
FIG01426955_FIG00404128:_hypothetical_protein_	FIG01426955	FIG00404128:_hypothetical_protein_	0	0	0	0	1.5	18.6	0	0	4	1.4	111.6	0.111099942	0.679095414	6.985074627
FIG00469690_FIG00388669:_hypothetical_protein_	FIG00469690	FIG00388669:_hypothetical_protein_	0	0	3.1	1.1	0	18.6	0	0	2	0	0	0.111055673	0.679095414	-9.5
FIG00645066_FIG00645071:_hypothetical_protein_	FIG00645066	FIG00645071:_hypothetical_protein_	8.4	4.3	23.4	5.5	43.3	836.6	4.5	2.6	21.9	78.2	74.4	0.111154204	0.679095414	-4.228616006
FIG00945175_Esterase/lipase/thioesterase_	FIG00945175	Esterase/lipase/thioesterase_	1.7	0	0	0	0.7	0	4.5	2.6	0	0	12.4	0.111116652	0.679095414	9.75
FIG00525929_FIG00525930:_hypothetical_protein_	FIG00525929	FIG00525930:_hypothetical_protein_	0	0	2.4	0	13.5	51.1	0	2.6	0	1.4	3.1	0.111237506	0.67924553	-7.863849765
FIG01296263_DNA-directed_RNA_polymerase_III_37/80_kDa_polypeptide_(EC_2.7.7.6)_	FIG01296263	DNA-directed_RNA_polymerase_III_37/80_kDa_polypeptide_(EC_2.7.7.6)_	0	2.1	2.3	0	0.7	27.9	0	0	0	2.7	0	0.111320196	0.67939175	-10.18518519
FIG01032089_FIG01032090:_hypothetical_protein_	FIG01032089	FIG01032090:_hypothetical_protein_	3.3	3.2	18.8	1.1	28.4	488.1	9	0	8	45.3	34.1	0.111477454	0.679979053	-4.693118949
FIG00638053_FIG00638054:_hypothetical_protein_	FIG00638053	FIG00638054:_hypothetical_protein_	0	1.1	0	1.1	0	9.3	0	0	0	1.4	0	0.111534017	0.679979053	-6.845238095
"FIG01445524_Nucleotidyl_transferase/aminotransferase,_class_V_"	FIG01445524	"Nucleotidyl_transferase/aminotransferase,_class_V_"	26.6	12.6	13.3	26.3	50.8	139.5	314.1	75	95.4	16.5	232.4	0.111756202	0.680974651	3.270457079
"FIG01329380_Putative_transcriptional_antiterminator,_BglG_family_/_PTS_system,_mannitol/fructose-specific_IIA_component_(EC_2.7.1.69)_"	FIG01329380	"Putative_transcriptional_antiterminator,_BglG_family_/_PTS_system,_mannitol/fructose-specific_IIA_component_(EC_2.7.1.69)_"	6.7	2.2	1.6	27.4	20.2	60.4	4.5	5.2	2	6.8	0	0.112149431	0.683010893	-5.337837838
FIG01304452_Serine_protease_(EC_3.4.21.-)_	FIG01304452	Serine_protease_(EC_3.4.21.-)_	13.3	6.3	22.7	3.3	23.9	511.3	18	2.6	25.9	23.4	46.5	0.11237968	0.683761393	-4.158075601
"FIG00013283_TRAP_dicarboxylate_transporter,_DctQ_subunit,_unknown_substrate_6_"	FIG00013283	"TRAP_dicarboxylate_transporter,_DctQ_subunit,_unknown_substrate_6_"	1.7	0	11.7	6.6	3	6038	35.9	0	665.7	226.4	0	0.112390906	0.683761393	-5.442708333
"FIG00589707_iron-binding_protein,_hemerythrin_"	FIG00589707	"iron-binding_protein,_hemerythrin_"	0	0	0	8.8	3.7	74.4	0	0	0	0	9.3	0.11263509	0.684886676	-7.786738351
"FIG00009095_FIG009095:_D,D-carboxypeptidase_family_protein_"	FIG00009095	"FIG009095:_D,D-carboxypeptidase_family_protein_"	0	0	0.8	1.1	0	0	0	5.2	0	4.1	3.1	0.113158179	0.68531358	7.831578947
FIG01762558_putative_recombination_protein_	FIG01762558	putative_recombination_protein_	1.7	0	4.7	0	0.7	41.8	4.5	0	0	1.4	0	0.113307569	0.68531358	-6.906779661
FIG01268363_Deblocking_aminopeptidase_(EC_3.4.11.-)_	FIG01268363	Deblocking_aminopeptidase_(EC_3.4.11.-)_	28.4	3.2	9.4	23	12	69.7	53.9	15.5	79.5	26.1	257.2	0.113259407	0.68531358	3.559643102
FIG00534577_FIG00534578:_hypothetical_protein_	FIG00534577	FIG00534578:_hypothetical_protein_	702.3	30.5	7	2.2	162	51.1	0	5.2	161	0	0	0.112844106	0.68531358	-4.788908945
FIG01442732_Serine/threonine_protein_kinase_related_protein_	FIG01442732	Serine/threonine_protein_kinase_related_protein_	0	2.1	3.1	4.4	25.4	60.4	0	0	6	2.7	3.1	0.112927879	0.68531358	-6.737288136
FIG00897014_FIG00897015:_hypothetical_protein_	FIG00897014	FIG00897015:_hypothetical_protein_	0	3.2	25.8	0	10.5	120.9	4.5	2.6	9.9	4.1	3.1	0.113511559	0.68531358	-5.523415978
FIG00529186_Transmembrane_component_SCO2323_of_energizing_module_of_predicted_cobalamin_ECF_transporter_	FIG00529186	Transmembrane_component_SCO2323_of_energizing_module_of_predicted_cobalamin_ECF_transporter_	0	0	18	0	0.7	362.6	18	0	15.9	6.8	15.5	0.113524394	0.68531358	-5.653914591
FIG00522048_Mobilization_protein_	FIG00522048	Mobilization_protein_	21.6	13.7	61.1	15.3	81.3	1743	18	5.2	77.5	17.8	297.5	0.113676119	0.68531358	-3.878205128
FIG01609736_NERD_domain_protein_	FIG01609736	NERD_domain_protein_	6.7	8.4	43.1	26.3	19.4	27.9	323.1	15.5	11.9	22	15.5	0.113743256	0.68531358	3.53262519
FIG00669777_HIPA_protein_	FIG00669777	HIPA_protein_	18.3	45.3	33.6	8.8	47.8	1952.2	4.5	5.2	143.1	93.3	204.5	0.113302479	0.68531358	-3.894806924
FIG01425562_FIG01093581:_hypothetical_protein_	FIG01425562	FIG01093581:_hypothetical_protein_	0	0	0	0	0	37.2	0	0	0	0	3.1	0.113524423	0.68531358	-10
FIG00546160_Short-chain_dehydrogenase/reductase_SDR_	FIG00546160	Short-chain_dehydrogenase/reductase_SDR_	0	0	0.8	1.1	0	0	4.5	0	2	0	6.2	0.113685969	0.68531358	8.021052632
FIG01165418_FIG01165420:_hypothetical_protein_	FIG01165418	FIG01165420:_hypothetical_protein_	0	1.1	0.8	0	0	51.1	0	0	2	2.7	0	0.113243103	0.68531358	-9.397163121
FIG00670290_FIG00670292:_hypothetical_protein_	FIG00670290	FIG00670292:_hypothetical_protein_	63.3	4.3	9.4	20.9	18.5	144.1	260.3	5.2	314	11	161.2	0.113471254	0.68531358	3.462725528
FIG01358209_FIG00645039:_hypothetical_protein_	FIG01358209	FIG00645039:_hypothetical_protein_	0	0	0	0	0.7	23.2	0	0	2	0	0	0.113200893	0.68531358	-9.958333333
FIG01349581_FIG00404196:_hypothetical_protein_	FIG01349581	FIG00404196:_hypothetical_protein_	0	0	0	4.4	6	0	0	0	57.6	0	3.1	0.113536266	0.68531358	7.003846154
FIG00507844_Polyphosphate_kinase_2_(EC_2.7.4.1)_	FIG00507844	Polyphosphate_kinase_2_(EC_2.7.4.1)_	5	0	3.9	7.7	1.4	32.5	35.9	2.6	97.4	4.1	46.5	0.11343078	0.68531358	4.431683168
FIG00659504_Amidohydrolase_2_	FIG00659504	Amidohydrolase_2_	3.3	0	15.7	7.7	2.9	353.3	44.9	5.2	0	4.1	9.3	0.11377191	0.68531358	-5.024934383
FIG01361361_diguanylate_cyclase_	FIG01361361	diguanylate_cyclase_	36.6	0	0	9.9	2.2	13.9	0	2.6	4	0	0	0.114143018	0.68647636	-7.904040404
FIG00000263_LSU_ribosomal_protein_L4p_(L1e)_	FIG00000263	LSU_ribosomal_protein_L4p_(L1e)_	6571.3	3001.5	4689.8	8638.3	4072.3	13311.5	42208.7	6334	10915.5	7012.4	7419.6	0.11412466	0.68647636	2.201040097
FIG01305247_T7-like_phage_DNA_Polymerase_(EC_2.7.7.7)_	FIG01305247	T7-like_phage_DNA_Polymerase_(EC_2.7.7.7)_	0	1.1	0.8	0	1.4	102.3	9	0	2	1.4	0	0.114031476	0.68647636	-7.096774194
"FIG00755788_Glycosyltransferase,_family_11_"	FIG00755788	"Glycosyltransferase,_family_11_"	10	2.1	6.3	4.4	9	93	0	7.8	0	4.1	6.2	0.114234232	0.686667855	-5.745856354
FIG01311399_Membrane-associated_phospholipid_phosphatase_	FIG01311399	Membrane-associated_phospholipid_phosphatase_	6.7	12.8	19.6	4.4	28.2	488	13.5	10.4	15.9	24.8	49.6	0.114547605	0.687479604	-4.08420899
"FIG01289125_Transcriptional_regulator,_GntR_family_/_Aspartate_aminotransferase_(EC_2.6.1.1)_"	FIG01289125	"Transcriptional_regulator,_GntR_family_/_Aspartate_aminotransferase_(EC_2.6.1.1)_"	11.7	9.6	14.1	30.7	17.8	64.9	89.8	41.4	53.6	23.3	220	0.114459608	0.687479604	3.452419355
"FIG01395234_DNA-directed_RNA_polymerase,_beta_subunit/140_kD_subunit_"	FIG01395234	"DNA-directed_RNA_polymerase,_beta_subunit/140_kD_subunit_"	1.7	4.2	9.4	1.1	8.2	13.9	103.2	7.8	6	27.4	0	0.114547103	0.687479604	4.500779221
FIG00519296_FIG00519301:_hypothetical_protein_	FIG00519296	FIG00519301:_hypothetical_protein_	8.4	7.4	13.3	1.1	1.4	627.5	0	2.6	11.9	71.4	27.9	0.114662829	0.687737801	-4.826449912
FIG01031953_FIG01031957:_hypothetical_protein_	FIG01031953	FIG01031957:_hypothetical_protein_	326.2	47.4	29.7	40.6	54.4	329.8	67.4	18.1	37.8	63.1	18.6	0.114709557	0.687737801	-3.366260163
FIG01020243_FIG01020244:_hypothetical_protein_	FIG01020243	FIG01020244:_hypothetical_protein_	3.3	4.2	6.3	12.1	6.7	371.7	18	2.6	4	16.5	34.1	0.114986489	0.688722655	-4.480274823
"FIG00019562_Glutamyl_endopeptidase_precursor_(EC_3.4.21.19),_blaSE_"	FIG00019562	"Glutamyl_endopeptidase_precursor_(EC_3.4.21.19),_blaSE_"	3.3	14.7	25.8	1.1	2.2	13.9	76.3	90.5	2	5.4	37.2	0.115038426	0.688722655	4.158688525
FIG00003369_Autoinducer_2_(AI-2)_aldolase_LsrF_(EC_4.2.1.-)_	FIG00003369	Autoinducer_2_(AI-2)_aldolase_LsrF_(EC_4.2.1.-)_	0	6.3	0	0	0	4.6	0	0	0	1.4	0	0.115052477	0.688722655	-6.488095238
FIG00001543_DNA-directed_RNA_polymerase_delta_subunit_(EC_2.7.7.6)_	FIG00001543	DNA-directed_RNA_polymerase_delta_subunit_(EC_2.7.7.6)_	634.3	64.2	318.8	2393.2	99.2	724.7	5152	1153.2	1558	385.5	1090.8	0.115364674	0.690234253	2.646750425
FIG00061305_L-Proline/Glycine_betaine_transporter_ProP_	FIG00061305	L-Proline/Glycine_betaine_transporter_ProP_	3.3	0	0	2.2	0	27.9	0	0	0	2.7	0	0.11552776	0.69049558	-10.30864198
FIG01333538_ATP-grasp_enzyme-like_protein_	FIG01333538	ATP-grasp_enzyme-like_protein_	43.3	6.3	7.8	1.1	18.6	0	112.2	12.9	17.9	102.9	12.4	0.11552736	0.69049558	4.020233463
FIG00133628_Nitric_oxide_reductase_activation_protein_NorD_	FIG00133628	Nitric_oxide_reductase_activation_protein_NorD_	11.6	2.2	54	1.1	61.9	660	22.5	13	12	6.9	105.4	0.115717651	0.690499153	-4.123904881
FIG01306597_UbiD_family_decarboxylase_associated_with_menaquinone_via_futalosine_	FIG01306597	UbiD_family_decarboxylase_associated_with_menaquinone_via_futalosine_	0	0	3.1	3.3	1.5	65.1	0	0	4	4.1	0	0.115652092	0.690499153	-7.510288066
FIG01605530_FIG00623692:_hypothetical_protein_	FIG01605530	FIG00623692:_hypothetical_protein_	3.3	6.3	3.1	4.4	12.7	0	0	0	0	2.7	0	0.115767176	0.690499153	-9.197530864
FIG01309495_biofilm_regulator_BssR_	FIG01309495	biofilm_regulator_BssR_	10	15.8	0	29.6	9	27.9	0	2.6	0	6.9	3.1	0.115759797	0.690499153	-6.104497354
"FIG00002057_Autoinducer_2_(AI-2)_ABC_transport_system,_periplasmic_AI-2_binding_protein_LsrB_"	FIG00002057	"Autoinducer_2_(AI-2)_ABC_transport_system,_periplasmic_AI-2_binding_protein_LsrB_"	0	0	0	4.4	1.5	0	13.5	0	9.9	0	12.4	0.115830494	0.690520693	7.281355932
FIG01304894_Long-chain-fatty-acid--CoA_ligase_(EC_6.2.1.3)_/_Acetoacetyl-CoA_synthetase_[leucine]_(EC_6.2.1.16)_	FIG01304894	Long-chain-fatty-acid--CoA_ligase_(EC_6.2.1.3)_/_Acetoacetyl-CoA_synthetase_[leucine]_(EC_6.2.1.16)_	6.7	21	8.6	0	8.2	23.2	0	0	7.9	0	0	0.11595119	0.690528336	-7.141350211
FIG01792433_COG5295:_Autotransporter_adhesin_	FIG01792433	COG5295:_Autotransporter_adhesin_	3.3	0	0	0	0	41.8	0	0	4	0	0	0.115897291	0.690528336	-9.395833333
"FIG01549696_Acetyltransferase,_GNAT_family_family_"	FIG01549696	"Acetyltransferase,_GNAT_family_family_"	0	0	1.6	0	0	9.3	0	0	0	1.4	0	0.116314637	0.69212161	-6.488095238
FIG01413302_Probable_cation-transporting_ATPase_	FIG01413302	Probable_cation-transporting_ATPase_	18.4	8.5	28.3	35	43.9	125.4	71.8	59.5	290.2	116.5	142.6	0.116398262	0.69212161	3.147283237
FIG01032419_FIG01032420:_hypothetical_protein_	FIG01032419	FIG01032420:_hypothetical_protein_	19.9	8.5	7.8	9.9	23.1	32.5	184	23.3	12	45.2	34.1	0.11637092	0.69212161	3.523303835
FIG01495642_DnaD_and_phage-associated_region_	FIG01495642	DnaD_and_phage-associated_region_	3.3	4.2	5.5	0	2.2	13.9	0	0	0	2.7	0	0.11681126	0.69315185	-8.981481481
FIG00898299_FIG00898302:_hypothetical_protein_	FIG00898299	FIG00898302:_hypothetical_protein_	0	1.1	0	1.1	2.2	27.9	0	0	0	0	3.1	0.116799869	0.69315185	-8.682795699
FIG01251342_methyl-accepting_chemotaxis_protein_	FIG01251342	methyl-accepting_chemotaxis_protein_	158.1	37	58	131.4	365.7	1724.4	36	67.3	190.9	277.2	86.8	0.116655978	0.69315185	-3.133039603
