FIGFAMID,Level1,Level2,Level3,function
FIG01961678,Amino___Acids___and___Derivatives,Arginine;___urea___cycle-comma___polyamines,Polyamine_Metabolism,Carboxynorspermidine___dehydrogenase-comma___putative
FIG01961768,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Chorismate_Synthesis,Shikimate___5-dehydrogenase___I___alpha
FIG01961768,Amino___Acids___and___Derivatives,Aromatic___amino___acids___and___derivatives,Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate),Shikimate___5-dehydrogenase___I___alpha
FIG00000004,Carbohydrates,Fermentation,Acetyl-CoA_fermentation_to_Butyrate,Acetyl-CoA___acetyltransferase
FIG00000004,Carbohydrates,Fermentation,Butanol_Biosynthesis,Acetyl-CoA___acetyltransferase
FIG00000004,Carbohydrates,One-carbon___Metabolism,Serine-glyoxylate_cycle,3-ketoacyl-CoA___thiolase
FIG00000004,Carbohydrates,One-carbon___Metabolism,Serine-glyoxylate_cycle,Acetyl-CoA___acetyltransferase
FIG00000013,Carbohydrates,Central___carbohydrate___metabolism,Methylglyoxal_Metabolism,Hydroxyacylglutathione___hydrolase
FIG00000023,Carbohydrates,Central___carbohydrate___metabolism,Pentose_phosphate_pathway,Transaldolase
FIG00000023,Carbohydrates,Monosaccharides,Fructose_utilization,Transaldolase
FIG00000040,Carbohydrates,CO2___fixation,Photorespiration_(oxidative_C2_cycle),Serine___hydroxymethyltransferase
FIG00000040,Carbohydrates,One-carbon___Metabolism,Serine-glyoxylate_cycle,Serine___hydroxymethyltransferase
FIG00000043,Carbohydrates,Central___carbohydrate___metabolism,Entner-Doudoroff_Pathway,Pyruvate___kinase
FIG00000043,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis-comma_including_Archaeal_enzymes,Pyruvate___kinase
FIG00000043,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis,Pyruvate___kinase
FIG00000043,Carbohydrates,Central___carbohydrate___metabolism,Pyruvate_metabolism_I:_anaplerotic_reactions-comma_PEP,Pyruvate___kinase
FIG00000047,Carbohydrates,Central___carbohydrate___metabolism,Pentose_phosphate_pathway,Ribulose-phosphate___3-epimerase
FIG00000047,Carbohydrates,CO2___fixation,Calvin-Benson_cycle,Ribulose-phosphate___3-epimerase
FIG00000047,Carbohydrates,Monosaccharides,D-allose_utilization,D-allulose-6-phosphate___3-epimerase
FIG00000047,Carbohydrates,Sugar___alcohols,Ribitol-comma_Xylitol-comma_Arabitol-comma_Mannitol_and_Sorbitol_utilization,Ribulose-phosphate___3-epimerase
FIG00000076,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis-comma_including_Archaeal_enzymes,Triosephosphate___isomerase
FIG00000076,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis,Triosephosphate___isomerase
FIG00000076,Carbohydrates,CO2___fixation,Calvin-Benson_cycle,Triosephosphate___isomerase
FIG00000086,Carbohydrates,Glycoside___hydrolases,Predicted_carbohydrate_hydrolases,Carbohydrate___Esterase___Family___4
FIG00000118,Carbohydrates,Central___carbohydrate___metabolism,Entner-Doudoroff_Pathway,Enolase
FIG00000118,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis-comma_including_Archaeal_enzymes,Enolase
FIG00000118,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis,Enolase
FIG00000118,Carbohydrates,One-carbon___Metabolism,Serine-glyoxylate_cycle,Enolase
FIG00000128,Carbohydrates,Di-___and___oligosaccharides,Lactose_utilization,Galactoside___O-acetyltransferase
FIG00000245,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis-comma_including_Archaeal_enzymes,Glucose-6-phosphate___isomerase
FIG00000245,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis,Glucose-6-phosphate___isomerase
FIG00000252,Carbohydrates,One-carbon___Metabolism,One-carbon_metabolism_by_tetrahydropterines,5-formyltetrahydrofolate___cyclo-ligase
FIG00000252,Carbohydrates,One-carbon___Metabolism,Serine-glyoxylate_cycle,5-formyltetrahydrofolate___cyclo-ligase
FIG00000296,Carbohydrates,CO2___fixation,Photorespiration_(oxidative_C2_cycle),Glycine___cleavage___system___H___protein
FIG00000313,Carbohydrates,CO2___fixation,Photorespiration_(oxidative_C2_cycle),Catalase
FIG00000332,Carbohydrates,Central___carbohydrate___metabolism,Entner-Doudoroff_Pathway,Glucose-6-phosphate___1-dehydrogenase
FIG00000332,Carbohydrates,Central___carbohydrate___metabolism,Pentose_phosphate_pathway,Glucose-6-phosphate___1-dehydrogenase
FIG00000340,Carbohydrates,Central___carbohydrate___metabolism,TCA_Cycle,Fumarate___hydratase___class___II
FIG00000370,Carbohydrates,Aminosugars,N-Acetyl-Galactosamine_and_Galactosamine_Utilization,Tagatose___1-comma6-bisphosphate___aldolase
FIG00000370,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis,Fructose-bisphosphate___aldolase___class___II
FIG00000370,Carbohydrates,CO2___fixation,Calvin-Benson_cycle,Fructose-bisphosphate___aldolase___class___II
FIG00000370,Carbohydrates,Di-___and___oligosaccharides,Lactose_and_Galactose_Uptake_and_Utilization,Tagatose___1-comma6-bisphosphate___aldolase
FIG00000370,Carbohydrates,Monosaccharides,D-Tagatose_and_Galactitol_Utilization,Tagatose___1-comma6-bisphosphate___aldolase
FIG00000405,Carbohydrates,Central___carbohydrate___metabolism,Pentose_phosphate_pathway,6-phosphogluconate___dehydrogenase-comma___decarboxylating
FIG00000415,Carbohydrates,Central___carbohydrate___metabolism,Pentose_phosphate_pathway,Ribose___5-phosphate___isomerase___A
FIG00000415,Carbohydrates,CO2___fixation,Calvin-Benson_cycle,Ribose___5-phosphate___isomerase___A
FIG00000415,Carbohydrates,Monosaccharides,D-ribose_utilization,Ribose___5-phosphate___isomerase___A
FIG00000433,Carbohydrates,Fermentation,Acetoin-comma_butanediol_metabolism,Acetolactate___synthase___small___subunit
FIG00000434,Carbohydrates,Monosaccharides,D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization,Sorbitol-6-phosphate___2-dehydrogenase
FIG00000450,Carbohydrates,Monosaccharides,Deoxyribose_and_Deoxynucleoside_Catabolism,Deoxyribose-phosphate___aldolase
FIG00000453,Carbohydrates,One-carbon___Metabolism,One-carbon_metabolism_by_tetrahydropterines,5-comma10-methylenetetrahydrofolate___reductase
FIG00000453,Carbohydrates,One-carbon___Metabolism,Serine-glyoxylate_cycle,5-comma10-methylenetetrahydrofolate___reductase
FIG00000455,Carbohydrates,Central___carbohydrate___metabolism,TCA_Cycle,Malate___dehydrogenase
FIG00000455,Carbohydrates,One-carbon___Metabolism,Serine-glyoxylate_cycle,Malate___dehydrogenase
FIG00000456,Carbohydrates,CO2___fixation,Photorespiration_(oxidative_C2_cycle),Glycerate___kinase
FIG00000456,Carbohydrates,Monosaccharides,D-galactarate-comma_D-glucarate_and_D-glycerate_catabolism,Glycerate___kinase
FIG00000456,Carbohydrates,One-carbon___Metabolism,Serine-glyoxylate_cycle,Glycerate___kinase
FIG00000476,Carbohydrates,Di-___and___oligosaccharides,Maltose_and_Maltodextrin_Utilization,Glycogen___phosphorylase
FIG00000476,Carbohydrates,Polysaccharides,Glycogen_metabolism,Glycogen___phosphorylase
FIG00000507,Carbohydrates,One-carbon___Metabolism,One-carbon_metabolism_by_tetrahydropterines,Formyltetrahydrofolate___deformylase
FIG00000517,Carbohydrates,Monosaccharides,L-rhamnose_utilization,Predicted___L-lactate___dehydrogenase-comma___Iron-sulfur___cluster-binding___subunit___YkgF
FIG00000517,Carbohydrates,Organic___acids,Lactate_utilization,Predicted___L-lactate___dehydrogenase-comma___Iron-sulfur___cluster-binding___subunit___YkgF
FIG00000522,Carbohydrates,Central___carbohydrate___metabolism,Pyruvate_metabolism_II:_acetyl-CoA-comma_acetogenesis_from_pyruvate,Phosphate___acetyltransferase
FIG00000522,Carbohydrates,Fermentation,Fermentations:_Lactate,Phosphate___acetyltransferase
FIG00000522,Carbohydrates,Fermentation,Fermentations:_Mixed_acid,Phosphate___acetyltransferase
FIG00000522,Carbohydrates,Sugar___alcohols,Ethanolamine_utilization,Phosphate___acetyltransferase
FIG00000522,Carbohydrates,Sugar___alcohols,Propanediol_utilization,Phosphate___acetyltransferase
FIG00000541,Carbohydrates,Central___carbohydrate___metabolism,TCA_Cycle,2-oxoglutarate___dehydrogenase___E1___component
FIG00000551,Carbohydrates,Central___carbohydrate___metabolism,Pyruvate_Alanine_Serine_Interconversions,L-serine___dehydratase
FIG00000624,Carbohydrates,Central___carbohydrate___metabolism,Entner-Doudoroff_Pathway,2-comma3-bisphosphoglycerate-independent___phosphoglycerate___mutase
FIG00000624,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis,2-comma3-bisphosphoglycerate-independent___phosphoglycerate___mutase
FIG00000624,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis-comma_including_Archaeal_enzymes,2-comma3-bisphosphoglycerate-independent___phosphoglycerate___mutase
FIG00000645,Carbohydrates,Aminosugars,Chitin_and_N-acetylglucosamine_utilization,Glucosamine-6-phosphate___deaminase
FIG00000659,Carbohydrates,Monosaccharides,Deoxyribose_and_Deoxynucleoside_Catabolism,Purine___nucleoside___phosphorylase
FIG00000704,Carbohydrates,Di-___and___oligosaccharides,Beta-Glucoside_Metabolism,PTS___system-comma___cellobiose-specific___IIB___component
FIG00000704,Carbohydrates,Di-___and___oligosaccharides,Beta-Glucoside_Metabolism,PTS___system-comma___diacetylchitobiose-specific___IIB___component
FIG00000711,Carbohydrates,Central___carbohydrate___metabolism,Pyruvate_metabolism_I:_anaplerotic_reactions-comma_PEP,Phosphoenolpyruvate___carboxylase
FIG00000711,Carbohydrates,Fermentation,Fermentations:_Mixed_acid,Phosphoenolpyruvate___carboxylase
FIG00000717,Carbohydrates,Polysaccharides,Glycogen_metabolism,Glucose-1-phosphate___adenylyltransferase
FIG00000721,Carbohydrates,Fermentation,Fermentations:_Mixed_acid,Pyruvate___formate-lyase___activating___enzyme
FIG00000732,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis-comma_including_Archaeal_enzymes,Fructose-1-comma6-bisphosphatase-comma___type___I
FIG00000732,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis,Fructose-1-comma6-bisphosphatase-comma___type___I
FIG00000732,Carbohydrates,CO2___fixation,Calvin-Benson_cycle,Fructose-1-comma6-bisphosphatase-comma___type___I
FIG00000738,Carbohydrates,Monosaccharides,Deoxyribose_and_Deoxynucleoside_Catabolism,Phosphopentomutase
FIG00000776,Carbohydrates,Central___carbohydrate___metabolism,Entner-Doudoroff_Pathway,6-phosphogluconolactonase
FIG00000776,Carbohydrates,Central___carbohydrate___metabolism,Pentose_phosphate_pathway,6-phosphogluconolactonase
FIG00000777,Carbohydrates,Central___carbohydrate___metabolism,Pyruvate_metabolism_I:_anaplerotic_reactions-comma_PEP,NADP-dependent___malic___enzyme
FIG00000789,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis-comma_including_Archaeal_enzymes,Phosphoenolpyruvate___synthase
FIG00000789,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis,Phosphoenolpyruvate___synthase
FIG00000789,Carbohydrates,Central___carbohydrate___metabolism,Pyruvate_metabolism_I:_anaplerotic_reactions-comma_PEP,Phosphoenolpyruvate___synthase
FIG00000793,Carbohydrates,Monosaccharides,Xylose_utilization,Putative___xylulose___kinase
FIG00000793,Carbohydrates,Monosaccharides,Xylose_utilization,Xylulose___kinase
FIG00000793,Carbohydrates,Sugar___alcohols,Ribitol-comma_Xylitol-comma_Arabitol-comma_Mannitol_and_Sorbitol_utilization,Xylulose___kinase
FIG00000809,Carbohydrates,Sugar___alcohols,Mannitol_Utilization,Phosphocarrier___protein___of___PTS___system
FIG00000812,Carbohydrates,Fermentation,Fermentations:_Lactate,L-lactate___dehydrogenase
FIG00000812,Carbohydrates,Fermentation,Fermentations:_Mixed_acid,L-lactate___dehydrogenase
FIG00000812,Carbohydrates,Monosaccharides,L-rhamnose_utilization,L-lactate___dehydrogenase
FIG00000812,Carbohydrates,Organic___acids,Lactate_utilization,L-lactate___dehydrogenase
FIG00000818,Carbohydrates,One-carbon___Metabolism,Serine-glyoxylate_cycle,Isocitrate___lyase
FIG00000818,Carbohydrates,Organic___acids,Methylcitrate_cycle,Methylisocitrate___lyase
FIG00000818,Carbohydrates,Organic___acids,Propionate-CoA_to_Succinate_Module,Methylisocitrate___lyase
FIG00000835,Carbohydrates,Central___carbohydrate___metabolism,Pyruvate_metabolism_I:_anaplerotic_reactions-comma_PEP,NAD-dependent___malic___enzyme
FIG00000841,Carbohydrates,Central___carbohydrate___metabolism,Pyruvate_metabolism_II:_acetyl-CoA-comma_acetogenesis_from_pyruvate,Dihydrolipoamide___dehydrogenase___of___pyruvate___dehydrogenase___complex
FIG00000841,Carbohydrates,Central___carbohydrate___metabolism,TCA_Cycle,Dihydrolipoamide___dehydrogenase___of___pyruvate___dehydrogenase___complex
FIG00000842,Carbohydrates,Fermentation,Fermentations:_Lactate,D-lactate___dehydrogenase
FIG00000842,Carbohydrates,Fermentation,Fermentations:_Mixed_acid,D-lactate___dehydrogenase
FIG00000861,Carbohydrates,Central___carbohydrate___metabolism,Entner-Doudoroff_Pathway,Gluconokinase
FIG00000861,Carbohydrates,Monosaccharides,D-gluconate_and_ketogluconates_metabolism,Gluconokinase
FIG00000861,Carbohydrates,Monosaccharides,Xylose_utilization,Xylulose___kinase
FIG00000861,Carbohydrates,Sugar___alcohols,Ribitol-comma_Xylitol-comma_Arabitol-comma_Mannitol_and_Sorbitol_utilization,Xylulose___kinase
FIG00000877,Carbohydrates,One-carbon___Metabolism,One-carbon_metabolism_by_tetrahydropterines,Formate--tetrahydrofolate___ligase
FIG00000877,Carbohydrates,One-carbon___Metabolism,Serine-glyoxylate_cycle,Formate--tetrahydrofolate___ligase
FIG00000892,Carbohydrates,Monosaccharides,Mannose_Metabolism,GDP-mannose___mannosyl___hydrolase
FIG00000895,Carbohydrates,Central___carbohydrate___metabolism,Pyruvate_Alanine_Serine_Interconversions,Alanine___dehydrogenase
FIG00000924,Carbohydrates,Monosaccharides,Mannose_Metabolism,PTS___system-comma___mannose-specific___IID___component
FIG00000926,Carbohydrates,Organic___acids,Lactate_utilization,Predicted___L-lactate___dehydrogenase-comma___Fe-S___oxidoreductase___subunit___YkgE
FIG00000927,Carbohydrates,One-carbon___Metabolism,Serine-glyoxylate_cycle,Methylmalonyl-CoA___mutase
FIG00000927,Carbohydrates,Organic___acids,Propionyl-CoA_to_Succinyl-CoA_Module,Methylmalonyl-CoA___mutase
FIG00000967,Carbohydrates,Central___carbohydrate___metabolism,Methylglyoxal_Metabolism,Methylglyoxal___synthase
FIG00000978,Carbohydrates,Central___carbohydrate___metabolism,TCA_Cycle,Malate:quinone___oxidoreductase
FIG00000986,Carbohydrates,Monosaccharides,L-Arabinose_utilization,L-ribulose-5-phosphate___4-epimerase
FIG00000986,Carbohydrates,Monosaccharides,L-ascorbate_utilization_(and_related_gene_clusters),L-ribulose-5-phosphate___4-epimerase
FIG00001011,Carbohydrates,Di-___and___oligosaccharides,Beta-Glucoside_Metabolism,Beta-glucoside___bgl___operon___antiterminator-comma___BglG___family
FIG00001022,Carbohydrates,Monosaccharides,Mannose_Metabolism,Phosphomannomutase
FIG00001026,Carbohydrates,Central___carbohydrate___metabolism,Entner-Doudoroff_Pathway,Phosphogluconate___dehydratase
FIG00001030,Carbohydrates,Organic___acids,Methylcitrate_cycle,2-methylcitrate___synthase
FIG00001030,Carbohydrates,Organic___acids,Propionate-CoA_to_Succinate_Module,2-methylcitrate___synthase
FIG00001040,Carbohydrates,Monosaccharides,Hexose_Phosphate_Uptake_System,Sensor___histidine___protein___kinase___UhpB-comma___glucose-6-phosphate___specific
FIG00001045,Carbohydrates,Sugar___alcohols,Ethanolamine_utilization,ATP:Cob(I)alamin___adenosyltransferase
FIG00001045,Carbohydrates,Sugar___alcohols,Glycerol_fermenation_to_1-comma3-propanediol,Cob(I)alamin___adenosyltransferase___PduO
FIG00001045,Carbohydrates,Sugar___alcohols,Propanediol_utilization,Cob(I)alamin___adenosyltransferase___PduO
FIG00001065,Carbohydrates,Central___carbohydrate___metabolism,Entner-Doudoroff_Pathway,Glucokinase
FIG00001065,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis,Glucokinase
FIG00001076,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis-comma_including_Archaeal_enzymes,Pyruvate-commaphosphate___dikinase
FIG00001076,Carbohydrates,Central___carbohydrate___metabolism,Glycolysis_and_Gluconeogenesis,Pyruvate-commaphosphate___dikinase
FIG00001076,Carbohydrates,Central___carbohydrate___metabolism,Pyruvate_metabolism_I:_anaplerotic_reactions-comma_PEP,Pyruvate-commaphosphate___dikinase
